P00,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,Activity
-3.28154052,-1.269764588,-0.848142449,0.163495324,-0.252603091,-0.222883546,-0.051669972,0.761004013,-0.2395953,-0.411341122,-0.09288442,-0.125266431,0.158082712,-0.077093668,0.1245022,-0.142518448,0.337925022,-0.005749657,-0.225306613,0.12753336,-0.31842457,0.081035051,0.073673423,-0.066787384,-0.057327747,0.082863345,0.233432668,0.099925636,-0.24643508,0.007496958,0.237011907,0.06683019,-0.081784874,0.299702498,-0.043382904,6
-3.311563343,-1.587260442,-0.803094993,0.151619241,-0.348726692,-0.4782621,-0.01506141,0.712826855,-0.449357927,-0.370904902,-0.073343352,-0.04479367,0.311117201,0.008621893,0.264819546,-0.049693141,0.475699424,-0.157521949,-0.152075042,0.028831257,0.160930893,-0.327479955,-0.02331944,-0.060469028,0.059512603,-0.036795535,-0.067064785,-0.042332013,-0.228733219,-0.024756295,0.270626914,0.220502554,-0.064221623,0.190972979,-0.043064484,6
-3.296762774,-1.545099089,-0.804614402,0.033617315,-0.34174685,-0.385752406,-0.134678127,0.737311911,-0.334740682,-0.140676106,-0.006517871,-0.085575394,0.162090498,0.100143499,0.364787658,0.082694288,0.272327812,-0.240897383,0.169292035,-0.047116883,-0.179651001,-0.197304244,-0.009411284,-0.127857603,0.13862553,0.010512228,-0.070793598,0.035025033,-0.01510624,-0.013191317,0.057983441,0.089734072,0.138822805,0.185793901,-0.039910502,6
-3.337510504,-1.51812678,-0.683109595,0.126003156,-0.350646462,-0.337471846,-0.318626108,0.672978169,-0.252196683,-0.483785103,-0.100810191,-0.373530905,0.140918586,0.012559606,0.13404941,0.185391689,0.463086985,-0.213566854,0.122685227,0.358797143,-0.400161248,-0.046716592,0.202781491,-0.02650279,0.039503561,0.059355731,0.027577667,-0.124177958,-0.272954852,-0.072631955,0.093398053,0.076969121,-0.001460576,0.07814821,0.094076174,6
-3.340123294,-1.47367936,-0.769549311,0.188965687,-0.381921583,-0.285076035,-0.096229045,0.526868134,-0.292513889,-0.548949148,-0.121938249,-0.407117605,0.209330046,-0.136755344,0.067928908,0.117676524,0.451698481,-0.214152988,-0.082113242,0.224689856,0.050435,-0.092645979,0.08477042,0.019294012,0.086477068,0.033309792,0.058687662,-0.315719686,-0.180130002,-0.033830825,0.247842087,0.128472583,-0.166694118,0.046828114,-0.018797423,6
-1.070274797,0.916407765,-1.415616679,-0.264232114,0.55983069,1.039373089,-0.924932013,0.354577237,-0.172563207,0.593710004,-0.229545441,-0.204892774,-0.244839068,0.228498734,-0.663616095,-0.069686456,-0.094627787,-0.075989422,0.194250178,0.185371733,0.039628962,0.28157628,-0.0425092,0.200563728,-0.088818963,0.05968672,0.248803682,0.382333991,0.419808648,-0.012913842,0.546944067,-0.243568364,-0.037073589,-0.365288525,-0.324226281,6
-2.413282077,0.702201236,-1.542194648,0.187560949,0.579737823,0.653865797,-0.71894761,0.055527072,-0.482619374,0.307598504,-0.273810679,-0.629539434,-0.32867739,-0.445039207,-0.160615899,-0.117465477,0.18956668,0.185557126,0.167709635,0.149882805,-0.216289411,-0.046840134,0.100135054,-0.325364188,0.272501245,0.3801457,0.011718222,0.161150571,0.471841368,-0.072819002,-0.343982787,0.06384642,0.199050953,-0.132976775,-0.398313146,6
0.512231028,1.587585915,-2.052317817,-0.373298064,-0.061587573,0.263126843,-0.308704469,0.121224838,0.937851028,0.462281032,-0.431241662,-0.102082485,-0.113472319,0.193677938,0.246217933,-0.092159779,-0.775964957,0.085366362,-0.146805025,-0.016168546,-0.169335921,-0.305396198,0.156691168,0.133869359,-0.188779959,-0.152196634,0.465094563,-0.13571387,0.039744208,0.161311524,0.037816799,0.031501306,0.097963164,-0.388110439,0.680647918,6
0.714248989,1.910094527,-2.443443817,-0.260608532,0.037992069,0.207954656,-0.056889861,-0.031650108,0.816458862,0.431744337,-0.37127258,0.150702552,-0.09490503,0.52252483,0.153691252,-0.007384795,-0.488041703,0.026401576,-0.271948874,0.052175603,-0.350389726,-0.18280976,0.220993273,0.376022352,-0.381013497,-0.174979635,0.164455934,-0.104195826,-0.103278172,0.233396626,0.205573413,0.008942275,0.143894857,-0.402863599,0.763695273,6
-1.274310797,1.437771222,-2.12189343,-0.449802868,0.045809913,0.304158775,-0.215246545,-0.092550393,0.640495446,0.540879527,-0.019750856,-0.073915398,-0.113455453,0.455450643,0.083773008,-0.20355711,0.258517008,0.157710144,-0.042900137,0.05952721,-0.251027256,-0.287654875,-0.148683,0.207975424,-0.348564585,0.183146799,-0.230128294,0.216192604,-0.214743327,-0.085331175,0.089840247,-0.042730539,-0.165891338,0.026250817,-0.068271973,6
-0.344134519,0.817094531,-1.966869256,-0.812278542,-0.341570133,0.610772924,-0.202607062,-0.211880759,0.632734709,0.131423981,-0.107251816,-0.119101168,-0.096671602,0.266165569,-0.406539804,-0.273752432,0.126030895,0.174342957,0.072376168,0.23257201,-0.378610685,-0.317129285,-0.039804136,0.175613962,-0.126075472,-0.138770393,-0.1226947,0.247649523,0.35688196,0.469446246,0.18907149,-0.07920826,-0.268684352,-0.097625318,0.04309822,6
2.332977954,0.553942086,-2.343960303,0.066781303,0.127389158,0.143963561,-0.024573215,-0.1089376,0.580940624,0.189843511,-0.61094862,-0.341065662,-0.39799377,1.239296731,-0.449752025,0.109297818,-0.438084098,0.143981724,0.014690182,0.144735,0.138088414,-0.07814682,0.606774006,0.334080294,-0.034865918,0.08093465,-0.002826817,0.631277976,-0.299847536,0.558678081,0.583276507,-0.380541372,0.016069621,-0.661571899,0.381775912,6
1.963385768,0.223853073,-2.170223674,-0.275389589,0.178096037,0.397000302,-0.165540826,-0.179355152,0.78407072,0.475428578,-0.496829434,-0.241428703,-0.417388591,1.232484586,-0.719403872,0.126170893,-0.155740147,0.205544634,0.161069042,0.160533433,0.226925032,-0.33401762,0.240618307,0.184718207,-0.273189856,0.318917199,-0.265511155,0.71553714,-0.425960425,0.904065039,0.602857958,-0.430480289,0.040936012,-0.462227792,0.274140372,6
-0.50570808,1.413091373,-2.122204127,-0.268910173,0.446874887,0.277633075,-0.01115419,-0.423942349,0.689396308,0.710270586,0.003525409,-0.350666343,-0.624612031,0.803022029,-0.087767818,0.125454354,0.068072695,0.055282207,0.19327478,0.177652552,0.46839046,-0.328866291,0.969721358,0.291545405,-0.292773574,0.17564067,-0.515719337,-0.160524004,-0.394610045,0.22736087,0.521976923,0.289516127,-0.491169421,-0.215489191,-0.156157811,6
-2.17986708,0.810557135,-1.378743813,0.083420558,0.58210178,0.547876609,-0.345667829,-0.205468562,-0.098420066,0.433434901,-0.135461136,-0.516099495,-0.64885617,0.057519116,-0.141193183,0.193677849,0.526909483,0.529352086,0.462176584,0.412994152,0.302850909,0.158047953,0.207539351,-0.161831174,-0.04835193,0.018209941,-0.392065765,-0.115924507,-0.598544728,0.160139211,0.091621918,-0.082113599,-0.477373068,0.422375714,-0.363995853,6
-2.693421012,0.023015112,-1.134779242,0.08820376,0.31131918,0.463076233,-0.152615031,-0.601684059,-0.253275124,0.343363918,0.109796083,-0.692043622,-0.482210084,-0.122069344,-0.252709908,0.55642281,0.496290395,0.228443625,0.758953946,0.609903533,0.475045839,0.158968681,0.483939389,-0.112729541,-0.027550073,-0.004148655,-0.097516221,-0.178185779,-0.24260816,0.116157828,0.104695113,0.223088389,-0.404712229,0.474963752,-0.307021464,6
-3.096832311,-0.435909342,-0.837562947,0.361199148,0.30824891,-0.113689702,-0.104954242,-0.554004725,-0.119817801,0.202555097,-0.20519387,-0.306464324,-0.526891521,-0.731107395,-0.704554245,-0.02076526,0.449971529,0.441930594,0.46031383,0.602217033,0.644139356,0.140427732,0.257868875,-0.32860559,-0.279305817,0.088969667,0.054696805,-0.259558675,-0.343323897,0.413224991,0.099850557,0.421215831,-0.104926149,0.477853458,-0.179198469,6
-3.162339661,-0.99124149,-0.73125946,0.079898363,0.040157763,-0.521771384,-0.089530913,-0.672694893,0.199799113,0.081147158,-0.00369477,0.036914603,-0.654724436,-0.211470604,-0.563012469,0.12143003,0.421887706,0.035609686,0.479584053,0.325024912,0.268553849,0.049895306,0.411695581,-0.123354256,-0.265826862,0.196168304,-0.08331441,-0.018199009,-0.249742761,0.229166862,0.009306346,0.152052555,-0.144077362,0.292451482,0.008468147,6
-3.211583163,-1.352361293,-0.751462145,-0.064747767,-0.177046949,-0.38956389,0.172126311,-0.121384098,0.233568861,-0.066092956,0.238519057,-0.195856143,-0.491228709,-0.003697588,-0.138944622,0.441013673,0.38118991,0.032972672,0.665950242,0.096068736,0.320422912,0.147181661,0.240066256,-0.267304941,-0.139779602,0.095273965,-0.26376638,0.045664315,-0.403123654,0.163277082,0.071982809,0.191316103,-0.003294929,0.512565208,0.084891062,6
3.047642883,-0.0383722,0.254552201,-0.289306042,-0.437117776,0.364925963,0.405443038,0.234185585,0.41092821,-0.558619473,-0.428398023,0.099345207,0.246340061,0.059543694,0.548107168,-0.088138441,0.619705996,0.002294913,0.128217372,0.314989052,0.383892877,0.104516148,-0.093241429,-0.097891207,0.078078472,-0.280933118,-0.056244548,0.291034287,0.091496252,0.119041766,-0.028431813,0.066081938,-0.02734402,0.137952904,0.227024982,1
3.368249258,-0.307400057,0.119844829,-0.24208016,-0.370006688,0.032867816,0.689595664,0.04921101,-0.052961528,0.33334039,-0.172737443,0.084343825,0.167891845,0.136139513,0.32485596,-0.370864093,0.358298166,0.112353376,0.105228251,-0.070456058,0.302680298,-0.317965096,-0.336506966,-0.044499814,0.132694618,-0.153101179,0.052906253,-0.064792161,0.02296896,0.065769089,-0.080933096,0.247439977,-0.208198844,0.135360623,-0.075937041,1
3.200232237,-0.320998799,0.266500317,-0.058672847,-0.384021634,-0.103561732,0.429904606,-0.096081528,-0.458826587,0.468329356,-0.456646221,0.091498012,0.117820293,-0.036167742,0.002380395,-0.266765629,0.501217175,-0.093927778,0.10189323,0.205196514,-0.066153833,-0.040487271,-0.00159363,-0.221990232,0.15949221,-0.155595857,-0.107812622,-0.042164812,-0.065321292,-0.030873528,-0.17311241,0.051761786,-0.124057715,0.022106539,-0.081814212,1
3.776964673,-0.504770336,0.249446185,0.019964377,-0.572243575,0.043936521,0.366281489,-0.261364781,-0.132140083,0.494467935,-0.483463906,0.017341784,0.004972448,0.152831447,0.238785905,-0.097979546,0.328181338,0.087438082,0.151187335,0.062802716,-0.402062719,-0.204157282,-0.076818681,-0.098155305,0.249662064,-0.109378021,0.1217866,0.030486513,-0.003689669,0.380346346,-0.032629576,0.471604493,-0.022697574,0.239993999,0.027046537,1
3.839726412,-0.453450836,0.248363721,0.137418764,-0.539638222,0.247614837,0.322382403,-0.097529121,-0.177779076,0.143670277,-0.516807414,0.312998376,-0.183181083,-0.063443029,0.255974251,-0.203766892,0.231171119,0.199434795,-0.212805583,0.287033909,0.127838331,-0.290493842,-0.153310872,-0.089761751,0.170243735,0.007924183,-0.119372538,0.083750473,0.061863428,0.322210627,-0.111414562,0.487965516,0.044900339,0.095005597,-0.010048342,1
3.402598243,-0.311851723,0.164566453,0.19493427,-0.448548846,0.169548494,0.327483993,-0.20969959,-0.344957728,-0.207521199,-0.255406962,0.360689079,0.051920489,-0.047594198,-0.005915643,-0.266710488,0.267325685,-0.068202829,-0.135882088,0.095648505,-0.069861266,-0.158585112,0.018663273,-0.27329601,0.119664348,0.12021612,-0.315974444,-0.017741622,0.057402586,0.425154985,-0.094077722,0.350507626,0.042380487,-0.025981579,-0.041892493,1
3.473224248,-0.255378482,0.293996305,-0.2191717,-0.492057023,0.073038695,0.230398418,-0.187399124,-0.092473181,-0.030564757,-0.22554871,0.379550783,0.127516727,-0.106988167,0.232849303,-0.469517485,0.426325325,0.073639076,0.088424447,0.216173565,-0.332481678,-0.090825748,0.358185481,-0.091266511,0.077920077,0.103179159,-0.191226399,-0.224834659,0.11239456,0.055514568,-0.14382625,0.369495545,-0.206957309,-0.015089474,0.006368097,1
3.580711737,-0.683413628,0.365815016,-0.190805328,-0.414419078,0.095339947,0.386198127,-0.185784343,-0.249329326,0.102251816,-0.359948764,0.250321652,0.168839254,0.036927752,0.218537906,-0.433475373,0.482530594,0.125872738,0.082691113,0.093458392,0.355863994,-0.350479883,0.015139285,-0.003428995,0.361911536,-0.055464961,-0.343246027,-0.08938996,-0.132905746,-0.14259462,-0.103650976,0.439392328,-0.317682465,0.103368588,0.09758134,1
2.997113413,0.261793842,0.352610825,-0.117165948,-0.467747316,0.016267627,0.107714041,-0.143356907,0.117075354,-0.509959022,-0.721256073,0.407203568,0.026142962,0.245634917,0.043101913,-0.302513062,0.32029781,-0.185341271,0.011886084,0.10119263,0.143860881,-0.060925728,-0.255950391,0.122439597,-0.033705233,-0.091192305,-0.339136836,-0.331099502,-0.132354231,0.13146031,-0.083125724,-0.059970915,-0.165431776,0.19815688,-0.170766528,1
3.363186601,-0.297767291,0.289279998,-0.204973568,-0.400526305,0.153690369,0.386564979,-0.081436047,-0.094859625,-0.265002224,-0.466746843,0.105797119,0.023494569,0.24694598,0.270407794,-0.389122503,0.258151335,-0.022920734,0.08026517,0.022318092,0.227260391,-0.196424437,-0.329962001,-0.036919008,-0.052644572,-0.127344343,-0.05001507,-0.337811125,-0.098425222,0.237110319,-0.167856323,0.036116386,-0.081212068,0.187031507,-0.109437306,1
3.097667342,-0.386999763,0.149387622,-0.157373352,-0.385734863,0.281017498,0.661956677,-0.086734212,-0.292529516,0.213271427,0.036721386,0.008167049,0.20504402,0.254562908,-0.086679699,-0.236872021,0.146244914,-0.146817405,0.448734017,0.040766987,-0.336077074,-0.177848728,0.019571191,-0.235724462,0.525213844,-0.26968644,0.082368667,-0.085985086,-0.158306898,0.085343341,-0.169977836,0.310904874,0.043640301,0.085776204,-0.008311077,1
3.35067949,-0.458337336,0.208686008,-0.113187611,-0.359679497,0.213384456,0.333077083,-0.258072212,-0.424028719,0.088463275,-0.349887479,-0.051870726,0.244934175,0.034281964,0.080243878,-0.065312863,0.123534525,-0.186104448,0.254535663,0.128879752,-0.362455297,-0.002809434,0.086875901,-0.277585148,0.511410732,-0.234376002,-0.064863061,0.068769134,-0.05634012,0.081421898,0.078576134,0.410601062,0.193518669,0.477490836,-0.131793734,1
3.597059973,-0.354748969,0.169015723,0.023501641,-0.427339775,0.029532349,0.400611529,-0.358718587,-0.140834281,-0.125848903,-0.45025687,0.089067466,-0.017901136,-0.192166127,0.30440394,-0.17624107,0.015334324,-0.027666953,-0.347190592,0.575311617,0.037325067,-0.065065447,-0.051423184,-0.113105577,0.159258264,-0.033641373,-0.006205608,-0.126290945,-0.043503608,0.209920577,-0.002321653,0.485495105,0.346232965,0.327403323,-0.122328102,1
3.917335729,-0.604668302,0.02907603,0.002965116,-0.389378237,0.358519258,0.426386045,-0.121325872,-0.321735546,-0.188182453,-0.297482251,-0.220879739,0.139465573,-0.072348499,0.731968495,0.100518946,0.124336044,-0.022529778,0.052716007,0.187212733,0.117702075,-0.140509759,-0.151531029,-0.253713006,-0.037859523,-0.217864679,0.160783954,-0.112053426,-0.230851152,0.382365612,-0.002600074,0.207272873,0.2541572,0.109651751,0.078876681,1
3.903851116,-0.691836666,0.171401335,-0.186487911,-0.344971322,0.123686401,0.470237961,-0.483105464,-0.338559571,0.158386707,-0.291463607,0.073145375,0.001768071,0.252935201,0.196702094,-0.193000935,0.008279813,-0.198654432,0.097444924,-0.139320409,-0.070884983,-0.128669833,0.11714503,-0.151441898,0.113276543,-0.029825534,0.130328866,-0.125039648,-0.191117991,0.104950986,0.090970286,-0.082413387,-0.062030886,0.078134807,-0.243651809,1
3.729613727,-0.749123434,0.311783044,-0.006602821,-0.404465654,0.045725223,0.569676792,-0.401934566,-0.290112542,0.324366284,-0.480561508,0.117268525,-0.035164767,0.29059186,-0.143029169,-0.196128735,0.400749759,-0.321504358,-0.280722453,0.115265397,0.275989277,-0.001791789,0.052449979,-0.070313492,0.329076561,-0.031766062,0.101288834,-0.135916178,-0.145130385,-0.043902305,-0.061032538,-0.141993292,-0.256763983,0.009996639,0.008483597,1
3.712633446,-0.635083621,0.315664424,-0.065235592,-0.30403614,0.615482954,0.458318378,-0.032132487,-0.311801563,0.462993033,-0.476491319,0.108861553,-0.038741064,-0.04186868,-0.001316478,0.086665355,0.298995103,-0.091815127,0.051185329,0.316775743,-0.251661213,0.247365945,0.148675998,-0.252870342,0.418682853,0.172028786,0.144990453,0.023612311,-0.00923043,-0.094514018,0.051629913,0.125253487,-0.279393562,0.094482983,-0.023793767,1
3.721665923,-0.584935745,0.295505064,-0.010632859,-0.407426824,0.41585021,0.381064781,-0.14025351,-0.033753108,0.103599823,-0.487666113,0.170418127,-0.006477062,0.081021139,0.168765311,-0.073594136,0.459062979,0.009723382,0.16310158,-0.045200671,-0.285592483,0.069946111,0.140029504,-0.156715846,0.234132312,0.110827109,0.190426023,0.053162822,-0.021946514,0.053785648,-0.014601418,0.306030401,-0.099911624,0.345527907,-0.047469009,1
3.781563383,-0.526705776,0.408192741,0.07824784,-0.554078889,0.214625417,0.219272322,-0.544710983,0.032133907,-0.05172595,-0.80153441,0.305084787,-0.033735761,0.36275114,0.107837153,-0.112951898,0.320705047,0.15014501,-0.311342799,0.428161646,0.198653777,-0.127869496,-0.096703562,-0.019256288,0.113715698,0.026828652,-0.108799389,-0.195051793,-0.201575998,-0.014738827,-0.108263973,0.015333319,-0.185871135,0.225485702,-0.193215917,1
3.40783869,-0.546774364,0.347781361,-0.039585185,-0.580753574,0.411968981,0.538473455,-0.420668751,-0.173909896,-0.123021421,-0.400495835,0.269349301,0.081761542,0.482451889,-0.023469222,-0.214208311,0.153756571,0.04920374,-0.264649717,0.329337567,0.235842578,0.034476352,-0.143761905,-0.050554093,0.018757044,0.191143897,-0.003831832,-0.347839403,0.107234327,0.236503203,-0.031513209,0.126891852,-0.246855804,-0.072186602,0.04480576,1
3.727682989,-0.580298156,0.317295297,0.074388729,-0.240745109,0.417288085,0.45062652,0.388003817,-0.47524967,0.522757177,-0.515241666,-0.019275503,-0.124008562,0.196420795,-0.036240379,-0.032042906,0.337217009,-0.201077233,-0.233669489,0.236906469,0.090468038,0.196158044,-0.246543709,0.034942582,0.070093672,0.041760099,0.007480912,-0.094340259,-0.093061595,0.047523622,-0.143124042,0.073022364,-0.076031683,0.188713956,-0.058868678,1
3.646039053,-0.499118697,0.131746378,0.192509689,-0.079773648,-0.011822272,0.594554859,-0.337800491,-0.207235974,0.196549868,-0.284868081,-0.152688865,0.243910946,0.395271176,-0.251300258,-0.234794186,0.204347493,-0.353956363,0.130439022,0.089373243,-0.082941623,0.217660663,-0.186639789,-0.162465657,0.345645972,-0.091019252,0.002510224,-0.22005933,-0.164152776,-0.033044335,-0.036541709,-0.065584311,-0.075869206,0.148556122,-0.317593244,1
3.472855553,-0.491256987,0.021542038,0.067157417,-0.15615449,0.314412522,0.676786222,-0.429374035,-0.175076164,-0.030999943,0.021915274,-0.150419305,0.176432055,0.360351324,-0.090015619,-0.383347744,0.255747979,-0.215854726,0.153230146,-0.246333693,-0.195472774,0.041771434,-0.292283683,-0.091013325,0.416623235,0.008685067,-0.017593464,-0.225657549,0.068156786,0.207564376,-0.166629117,0.013934859,-0.04273728,0.204764527,-0.339100649,1
4.11487525,-1.272009416,0.235933921,0.038767434,-0.173652237,0.458488164,0.391098774,-0.747796321,-0.495469441,-0.012401114,-0.455105288,-0.046251359,0.067782218,0.380880003,0.1660762,-0.281620075,0.001864504,0.073745027,0.194339455,0.107640416,0.221987038,-0.254814126,-0.334783734,-0.301194054,0.1286598,-0.025272928,0.137747172,-0.27283411,-0.023564914,0.337600307,-0.128142619,-0.139648873,-0.109965213,0.001987986,-0.137099482,1
4.022382921,-1.063324436,0.163930997,-0.035763718,-0.332952118,0.621963251,0.519057363,-0.231719296,-0.672538493,0.000974306,-0.440426416,-0.049780217,-0.003043628,0.098293995,0.420036091,-0.256123516,0.221287813,0.070535532,-0.019839004,0.376668963,-0.394855543,0.024384106,-0.00741428,-0.463442176,0.018475528,-0.0968193,0.111168722,-0.116349251,-0.204735818,0.325108709,-0.108278721,-0.209153793,-0.056962599,-0.010020779,0.090445943,1
